prompt_id,domain,prompt_type,path,characters,words,sha256
dc3655cb4b2e,Character,Texture,Prompts/Characters/Texture/enemy_goblin_high_shaman_001_texture.txt,1042,143,30bfc6f6673b2a7d5dabcf8af8692be7e5ab9058ebb0134f305909607c599c24
331810795d5b,Character,Texture,Prompts/Characters/Texture/enemy_goblin_ranger_001_texture.txt,927,125,39ad93854a9c74add95da9da1dcc49b994d0e925384540432ac093395485b050
9477cd92a398,Character,Texture,Prompts/Characters/Texture/enemy_goblin_scavenger_001_texture.txt,944,129,281c02cfa9df92c21e129f167c6a003d06ac02e7e77709d7a3a91ca718f49a95
e931b0aaccfd,Character,Texture,Prompts/Characters/Texture/enemy_goblin_shaman_001_texture.txt,960,135,0ca198d85f1d5d4d3984db8e2705229047fe4a3726276245d81562be2461f6ca
a84929db167f,Character,Texture,Prompts/Characters/Texture/enemy_goblin_warrior_001_texture.txt,918,126,81abd841c2436638ccc4103b19514f57e4a51b4ac9e2f32992ea637114194845
b0aa4a80a17c,Character,Texture,Prompts/Characters/Texture/enemy_hobgoblin_knight_001_texture.txt,956,126,40a23610b1b69b48cfbe3709074a359fc8ea3f68a54c0b04bad83b70e801fa65
829d775b5725,Character,Texture,Prompts/Characters/Texture/hero_archer_001_texture.txt,1013,139,891450399bc4880e99fc271fe044f4a330af5bad5d90f9380ac4aff81ff91b17
64e34b6feab5,Character,Texture,Prompts/Characters/Texture/hero_mage_001_texture.txt,1017,140,c2a7e720da88e1df66fc14ec3ce0a14d4850821e196f0106cad3cc3036f1e965
066280c53605,Character,Texture,Prompts/Characters/Texture/hero_paladin_001_texture.txt,1049,149,0465ec33d8bf5a2a00df1432d83aca87b48083c11ed8459df3410512b52ce80b
d57934bd4b36,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_amulet_t01_base_concept_sheet.txt,1820,235,bffea1c88cefcb92c7f9dd08e84b7b9c450796914cf44f25183b40609e8bcffd
5362d75f3e15,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_amulet_t02_base_concept_sheet.txt,1830,233,bf33e18f9ce4c29f9e3358c21af8979510086291a046c913167f3bc8f4759e18
317cb95a3c89,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_amulet_t03_base_concept_sheet.txt,1844,237,2c9f36c0d26b6993d5c4e04dc7dd012ed4f5057da38e29da06374e08bb07895a
21d594d137fc,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_amulet_t04_base_concept_sheet.txt,1789,228,e6abd6aec2434b29b694c6af4823f67c9f1804d3f595645ae981ea71927938a8
8fc12513a9ea,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_amulet_t05_base_concept_sheet.txt,1844,236,d92f029c33c2bfa99235e5f7fd5cb9244e5d99084c5f3f2e081daa6e380b1b6d
a4dac9728620,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_amulet_t06_base_concept_sheet.txt,1839,235,cd58eb8581a04961389de7eb2562a37cb6df97eccda36e2cb242243eaec2dac7
b4194652c509,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_amulet_t07_base_concept_sheet.txt,1852,238,82282fe5505e53c903b58a715f14484fd7483cb73ba09dd8ba35bc9c385f678e
81b0e18e940d,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_amulet_t08_base_concept_sheet.txt,1828,235,db900170494dca8ac7e9903d4644aff02089934386f9ea3d01f1c897336e4631
c6bce5bb8c59,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_amulet_t09_base_concept_sheet.txt,1860,239,37f82d7e1cc7c996236c477ecf1bc826481f2d8637b62e5357dc576c02a8649b
ebc2d3c7fd4b,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t01_base_concept_sheet.txt,1802,232,b3aa14486fd4f32caf456ca3b5d1da6000587175a9955c86cb1f4d45b0e4d9f3
ac89aaa13ede,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t02_base_concept_sheet.txt,1814,231,d621e02f957456c782d8fe0a7be888c4ed4ca95c8d749d152328c51e1ef817af
28b9c7f6422c,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t03_base_concept_sheet.txt,1817,234,806d4ef6c12c5d6ff368ca1bf58662abd963a04e0ebb376eafc092de7fa307df
c011f133e242,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t04_base_concept_sheet.txt,1759,223,3fe23c3017807084b72220fb20887a17a5c665f5d5455d9abf61b76d71adff2e
a34366c10383,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t05_base_concept_sheet.txt,1815,232,0baafd670bdf55d689dc21af79da10176229d545e6576277e438ddcb22497815
5126d0f31260,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t06_base_concept_sheet.txt,1806,231,11671a13c4169bf6425becb4097733dfdf589dd87a37018658bfcd5679d288ee
5ea3fbeacf55,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t07_base_concept_sheet.txt,1823,234,9da1f48f212a1b5f1b6c8c4c3b80e1ed0930ddd658e0be25a670bc8a63e7a51b
f45b42eb2a68,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t08_base_concept_sheet.txt,1801,231,b686074ff8b4210ca9a9157b0ceb5f38ad008b23bd334a2c80533ead28918f9f
569af00b610e,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t09_base_concept_sheet.txt,1827,234,ea9c336e34bfab13786a084dfdbd99ee346b1174f4787b42642549b33b0cfeb2
e884a7d79024,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t01_base_concept_sheet.txt,1819,233,06e6464751df38a7fc798e797749280c1c015f3f8c2c598802fb454fa3324d8f
1f762f5964cd,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t02_base_concept_sheet.txt,1831,232,c7b66573bb64d914cbe8a35746227a15ce6d11770d08025e533c74ee2496d54e
d386c5cf7346,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t03_base_concept_sheet.txt,1834,235,c7aed9fe7f0c17ca3d2d81a546dbf2be63d59e4ea88447bdf90c29521bc020b7
b4dd91491372,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t04_base_concept_sheet.txt,1776,224,d58f002995b06ea8c348f34348ad738a858d8df0db1af1348c79c2ce5fa094ea
28a56cc1c0c8,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t05_base_concept_sheet.txt,1832,233,e336ba3a87df000c493b2381d13539ef20eb5ab9a6fb1a47ad75f01d3106bac4
607afb5a9c19,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t06_base_concept_sheet.txt,1823,232,6ec5cecb79b9873859ab78293421026a9cd9ec9971886eaa3e1aefcbe5a18791
d89ede064534,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t07_base_concept_sheet.txt,1840,235,582c675c6aebe3fea69b6faecc46a0fdcbff766fe737ed373ecf642fb9747450
062c21d3df65,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t08_base_concept_sheet.txt,1818,232,98143edfe37d7f8cba7853b156f4263b7da7aafb72f8c4667c806f9097e1806b
f91bee0176e8,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t09_base_concept_sheet.txt,1844,235,ebae1b86fd8ebeefd3dcbf032632234ce15bec45b1213603cff3f807e987c8c1
8c8d0adaf95b,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t01_base_concept_sheet.txt,1827,236,97e8050984c44d9391cb430c17506bdcde0135280fcbdabf111b458f838d786b
d8b4d7bb79a3,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t02_base_concept_sheet.txt,1839,235,5d8944475c7db899a1a613f860cf1aaf25a088e514c2495c004c1d6aef1c9927
5d87be54eb3c,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t03_base_concept_sheet.txt,1842,238,1c193c5c7be97921eab5bac5002c8a841229e86d40a604dfba1e5fdf30f20d57
ea70162fb342,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t04_base_concept_sheet.txt,1784,227,8baf79f599d0f42385f209364390c00d238b0e6c5877b50c54f88174bd1ea2fe
bb5d223f91f1,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t05_base_concept_sheet.txt,1840,236,75f057a61f7b0d5c21430d4c7ef53b96fffe766c4276d8f02c53ad4ad3f305e0
0514212c2a12,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t06_base_concept_sheet.txt,1831,235,71bc8a0b90db72680f7f5b305941162e7bd09b24dfea49e158325387a55b8783
3183facb0293,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t07_base_concept_sheet.txt,1848,238,8a23a2ccb4629eb5ff32ce2a761b4b77f27b44156a06b677ee45493e37957028
b18d9f0b65a5,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t08_base_concept_sheet.txt,1826,235,ce4c51a610b493d27bd41db2083f6356f544b55ce3ceaea31553a2551018de35
1cab3f8b4bf2,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t09_base_concept_sheet.txt,1852,238,3cfe7a3f2a0399dd4471eae8c21743d1adfd99a0b31e2f064d0c84869294f212
bb1dd9045795,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t01_base_concept_sheet.txt,1832,236,9d7506ea9ecb24b513f445bd01c198af04b1740d478dec8d04fef1d495bf9489
eb957b7ec7fe,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t02_base_concept_sheet.txt,1844,235,92c93777308f25127162f9cbb2d899cc5f6212bf933669e1f7ee236b3b794468
5166a546c6c3,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t03_base_concept_sheet.txt,1847,238,e2d1c737f8d4a9a4d8c816febd8075b69908be5def4988bf238bd0c8bd7dd900
d60fb61d0b3a,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t04_base_concept_sheet.txt,1789,227,2cc037b50ddaaf086de53175107c214af27ba26f28d4e2d483ecf0aca6009e60
8298b55cfe13,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t05_base_concept_sheet.txt,1845,236,9326ec69fad0b302aa2da7356709850ea08aa791b096f5edab99c0adc7e78151
3eda3838c2f9,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t06_base_concept_sheet.txt,1836,235,791be618af41acdc0baccda99bd222231d441609b95e1ce6213ea5c8d0dcc41e
85dd13c881fc,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t07_base_concept_sheet.txt,1853,238,d149f7e2d38f0bb56101fbed10e0e10219b195a366292cdf402196c56f43baaa
447358c2f32c,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t08_base_concept_sheet.txt,1831,235,3cc399c6da6530592f4bd175c871eae653adeaff9ae77a6f10814292044f25d1
0e162ae93a1c,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t09_base_concept_sheet.txt,1857,238,6c7ff8215f8d28367d18db6a7ddf32493f37510fa594f88ce46ba4258bac14a4
8709c882a293,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t01_base_concept_sheet.txt,1787,229,86348ff9b6f16f2af8e0c976745f024393702626a8db1e0f42936740ad8096d0
53f9bb20289d,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t02_base_concept_sheet.txt,1794,227,1fc1d648497cf5a71f11092c9fc5b5b74035f2b9dd67639fdd64eee00aa831ff
9d5d3d5f9309,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t03_base_concept_sheet.txt,1806,230,f7ba1fde480bb1fff843962598723640b055a24e2b3f66820bbdea44ec41de73
8340f947f35b,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t04_base_concept_sheet.txt,1779,225,b1f778cbf6e13515d66db54817b482bfa17363ed63244556eae36a8e01610e6b
3d31c08003d9,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t05_base_concept_sheet.txt,1804,229,ef88af0e3cadaa896372a5902cc84901737c5c64db4a4b0943d88dd20d4dbde2
3619fe82d022,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t06_base_concept_sheet.txt,1794,228,9a0f5faa86fcf525c380babae99c0ff844094204e4e26f6a7d89cacdd46f9d8d
9caed52dc96e,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t07_base_concept_sheet.txt,1811,230,ccb64ae344267094420692005b58991b9508706999f1d3c2257cae576ff63b9c
b704d2a4bad9,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t08_base_concept_sheet.txt,1796,229,cf5d6484884de3df3c36122fcc8396fd050fb4cf281a8fa626b5783ca6bac60b
d6a21343610d,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t09_base_concept_sheet.txt,1819,232,08330fdff9d8d8c190017f6fbd3bda1b26c0037b96cc45f623cd3c36239c9ec6
d2ec1fa5753e,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t01_base_concept_sheet.txt,1820,231,41077bda8d489a0f17ee1afc47a1fb8df2a5d8ca683221078da7cd400dacdf60
aceb0f7e9e1c,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t02_base_concept_sheet.txt,1827,229,01df215f7d1ac817c207f460aa5e49f788757287bb88226554765600852f9708
3552f8b50676,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t03_base_concept_sheet.txt,1839,232,3555d5efd287ef0f9705f6473365bc0040467a1b25400e7d05168e7f5a40d2b0
3772b011ea3d,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t04_base_concept_sheet.txt,1812,227,6344f63483b8f381e9da015befca2d20bde6df62325725fb2bff8d228731d15f
5902bbd459e0,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t05_base_concept_sheet.txt,1837,231,85f3a870562959c8de758dcdeeab5695d53112935e42c5bfdb42a3a93aa09789
25f208d6e4b9,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t06_base_concept_sheet.txt,1827,230,8060bbe467e46f3d04c254e866c8824f0d7a412e11e91131e08199a7acfeba05
d7d4151a0402,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t07_base_concept_sheet.txt,1844,232,41b7d04af74f93d729d84e7c86c8b334262868857689f60da417121d5f82ce5f
95b615221a3a,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t08_base_concept_sheet.txt,1829,231,85ebf823af7e711f967648d397760637c7863be01199a60326e3eed6fbf2fa98
1d029e6e0e4e,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t09_base_concept_sheet.txt,1852,234,d6f377ccafac097636b155ca8ceacaa70ba6cac43475689b788bbbb86105182a
0125ef9751b3,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t01_base_concept_sheet.txt,1817,230,aa76e713a82e47983b03b1d848343567080195b775d3ceeacf75d22751362d62
db7d05eb5764,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t02_base_concept_sheet.txt,1824,228,bcb8e7862419bf854f2c9ee5c4d6053c95e447ad0e770d45c42090a888b248fb
4a9fe6b83362,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t03_base_concept_sheet.txt,1836,231,52d10f8fcd6afc17a8ed3a7b69ed3a818e1ee117b9b5233f48a589365de300ac
e8f3527a0ba9,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t04_base_concept_sheet.txt,1809,226,5b9514356902f88546e82f04114632774267d526daf916cb6aeec7d4222aa00b
bd0be891a5ca,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t05_base_concept_sheet.txt,1834,230,a31ce05631c17982a7d8a774edf3a84080349c604b8d6d239a483084544fac3e
ae23a6981026,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t06_base_concept_sheet.txt,1824,229,b95bd97d27784ce42ecd513548508e12d63bbd24ae4ded08667f0e8c7b255f09
1c82db0655c0,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t07_base_concept_sheet.txt,1841,231,67acdca821c34c2af848dc86dd775e89269e257ca2b9d5dc74aa2b531b6167fb
422db60f13f5,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t08_base_concept_sheet.txt,1826,230,c9cebc1ab98037cfc62acbe80d9f4553f1a73f93b3da3cd27236ba716fd40522
27acf5292a6b,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t09_base_concept_sheet.txt,1849,233,befd6871825a0144812d0bda4d691d9ed4a85705944bb8f72d0d47edb821eb78
d5435f0f0669,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t01_base_concept_sheet.txt,1799,230,a1091f2aeafd80ff5c51ef64042d973181edcf73a0b2f4877dd055b9aa5e5ca7
18a5072b65ae,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t02_base_concept_sheet.txt,1806,228,ae038f68f913d43211ef1179c87be179e3d85d4fa6ed02e768ba115e3cde0eac
115d9c924777,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t03_base_concept_sheet.txt,1818,231,c0ed01c766c09f03728a09130b05b4a180375d32238e69a10795dd889a70ca06
4f941877ff52,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t04_base_concept_sheet.txt,1791,226,e8cb02bd650d8b3b5e2403500e3adbf7c864b1291e982e8a9d00d583f224894f
9998200aa9d1,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t05_base_concept_sheet.txt,1816,230,6178049e2d71c3aa2b72dae44fb6a1905a002820aba1f6880c55d197393b8628
8a58ac82884e,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t06_base_concept_sheet.txt,1806,229,4cab0b847b9afd62ae28e1b26d20b2c94f3c0f749e4a3f0c5806cc946ff3e81c
7fe39894ac5f,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t07_base_concept_sheet.txt,1823,231,5f22b4ec63b79e530407d8a3b3cbb63b998512bc9cba0da2a57f89e5e279f66d
93db83eed4fc,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t08_base_concept_sheet.txt,1808,230,68c703cedc1e4d1df706356b802bf07a72a99ef3ca7133a55f5964edda5185bc
09cb6063cc9c,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t09_base_concept_sheet.txt,1831,233,54729434759d6b1ea3d424a27c867c21bdb83a41ce5e3161269122b51899baf2
e454db75107c,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_boots_t01_base_concept_sheet.txt,1786,229,462d2495498b0894e50ee495db3047d48a31e7047de920162cfa8b9a357d503b
f8008863fa78,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_boots_t02_base_concept_sheet.txt,1795,228,07f5d40e4199a220aa15cb5f495be16162a654bdd2f6eaca02276975982cc2ed
92e7fb7384c5,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_boots_t03_base_concept_sheet.txt,1796,230,8713643723f298bf3abdaee8f26ae532c0cef66dbc0548f136db3a5a03ac06f0
e671ef4fde9b,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_boots_t04_base_concept_sheet.txt,1766,223,e08a8b3709e4c529224478f7f6b941b820be333eb42f07eee416bef5e6c89062
982b3a31637d,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_boots_t05_base_concept_sheet.txt,1792,228,e28be5df32ed809a3474671ef1f70e7860ab0ee13917b076b0e11952aeebadbd
9d4136793b4f,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_boots_t06_base_concept_sheet.txt,1778,227,0ecb17a309c58f181475739443514675927f534f02586b372fc075ed1e374b04
ca0cde048c36,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_boots_t07_base_concept_sheet.txt,1799,229,4bad324eb44981705299a6658399ed96de1e8cc1a3eecb678671a5bc517ea9a0
6afe6e700de2,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_boots_t08_base_concept_sheet.txt,1786,228,01ddba9c3f7813f3d90519854ebf905f2a10dc446816a919c495f4cb074d6c56
2a5415480e9d,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_boots_t09_base_concept_sheet.txt,1803,230,c9c042265b581fe3ea24b5a4375b213df9b4abd20a46ff3d4186cbf42e6a1d44
0bb706e6741c,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_chest_t01_base_concept_sheet.txt,1809,230,594ee01f1d3dfaef5a276cee031b240d79ef8be2e750a7068827c33a41ef2c02
275efeed8079,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_chest_t02_base_concept_sheet.txt,1818,229,702536e80192a65c7828599f082e89af8984f6ca78b359b4b547618eb8caee2f
35c12e783584,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_chest_t03_base_concept_sheet.txt,1819,231,5d7e2f01fe292c62d2efca4a6220d75ad0b262d0ebda715619dfaa1627323465
c90cd24b4491,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_chest_t04_base_concept_sheet.txt,1789,224,2df18bbdbf28a4d10f39e0ac9cb2b2e27c7de09a6e9293665841a839b5224de9
2d504fc8204e,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_chest_t05_base_concept_sheet.txt,1815,229,9c2f7b6edfb1b6ba1ec87d539dbe2f6577d1b0708857851851405e8028af3459
21448c6b353a,Equipment,Concept,Prompts/Equipment/ConceptArt/equipment_light_chest_t06_base_concept_sheet.txt,1801,228,3cf73261faa38c059fedad5e5385c86a8a7b2194689f7b1ca1e62fd23f314d58
