asset_id,prompt_type,path,tier,family_key
equipment_shield_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_shield_t01_base_geometry.txt,1,shield
equipment_shield_t01_base,texture_variants,Prompts/TextureVariants/equipment_shield_t01_base_rarity_variants.txt,1,shield
equipment_shield_t02_base,concept_sheet,Prompts/ConceptArt/equipment_shield_t02_base_concept_sheet.txt,2,shield
equipment_shield_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_shield_t02_base_geometry.txt,2,shield
equipment_shield_t02_base,texture_variants,Prompts/TextureVariants/equipment_shield_t02_base_rarity_variants.txt,2,shield
equipment_shield_t03_base,concept_sheet,Prompts/ConceptArt/equipment_shield_t03_base_concept_sheet.txt,3,shield
equipment_shield_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_shield_t03_base_geometry.txt,3,shield
equipment_shield_t03_base,texture_variants,Prompts/TextureVariants/equipment_shield_t03_base_rarity_variants.txt,3,shield
equipment_shield_t04_base,concept_sheet,Prompts/ConceptArt/equipment_shield_t04_base_concept_sheet.txt,4,shield
equipment_shield_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_shield_t04_base_geometry.txt,4,shield
equipment_shield_t04_base,texture_variants,Prompts/TextureVariants/equipment_shield_t04_base_rarity_variants.txt,4,shield
equipment_shield_t05_base,concept_sheet,Prompts/ConceptArt/equipment_shield_t05_base_concept_sheet.txt,5,shield
equipment_shield_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_shield_t05_base_geometry.txt,5,shield
equipment_shield_t05_base,texture_variants,Prompts/TextureVariants/equipment_shield_t05_base_rarity_variants.txt,5,shield
equipment_shield_t06_base,concept_sheet,Prompts/ConceptArt/equipment_shield_t06_base_concept_sheet.txt,6,shield
equipment_shield_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_shield_t06_base_geometry.txt,6,shield
equipment_shield_t06_base,texture_variants,Prompts/TextureVariants/equipment_shield_t06_base_rarity_variants.txt,6,shield
equipment_shield_t07_base,concept_sheet,Prompts/ConceptArt/equipment_shield_t07_base_concept_sheet.txt,7,shield
equipment_shield_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_shield_t07_base_geometry.txt,7,shield
equipment_shield_t07_base,texture_variants,Prompts/TextureVariants/equipment_shield_t07_base_rarity_variants.txt,7,shield
equipment_shield_t08_base,concept_sheet,Prompts/ConceptArt/equipment_shield_t08_base_concept_sheet.txt,8,shield
equipment_shield_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_shield_t08_base_geometry.txt,8,shield
equipment_shield_t08_base,texture_variants,Prompts/TextureVariants/equipment_shield_t08_base_rarity_variants.txt,8,shield
equipment_shield_t09_base,concept_sheet,Prompts/ConceptArt/equipment_shield_t09_base_concept_sheet.txt,9,shield
equipment_shield_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_shield_t09_base_geometry.txt,9,shield
equipment_shield_t09_base,texture_variants,Prompts/TextureVariants/equipment_shield_t09_base_rarity_variants.txt,9,shield
equipment_longbow_t01_base,concept_sheet,Prompts/ConceptArt/equipment_longbow_t01_base_concept_sheet.txt,1,longbow
equipment_longbow_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_longbow_t01_base_geometry.txt,1,longbow
equipment_longbow_t01_base,texture_variants,Prompts/TextureVariants/equipment_longbow_t01_base_rarity_variants.txt,1,longbow
equipment_longbow_t02_base,concept_sheet,Prompts/ConceptArt/equipment_longbow_t02_base_concept_sheet.txt,2,longbow
equipment_longbow_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_longbow_t02_base_geometry.txt,2,longbow
equipment_longbow_t02_base,texture_variants,Prompts/TextureVariants/equipment_longbow_t02_base_rarity_variants.txt,2,longbow
equipment_longbow_t03_base,concept_sheet,Prompts/ConceptArt/equipment_longbow_t03_base_concept_sheet.txt,3,longbow
equipment_longbow_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_longbow_t03_base_geometry.txt,3,longbow
equipment_longbow_t03_base,texture_variants,Prompts/TextureVariants/equipment_longbow_t03_base_rarity_variants.txt,3,longbow
equipment_longbow_t04_base,concept_sheet,Prompts/ConceptArt/equipment_longbow_t04_base_concept_sheet.txt,4,longbow
equipment_longbow_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_longbow_t04_base_geometry.txt,4,longbow
equipment_longbow_t04_base,texture_variants,Prompts/TextureVariants/equipment_longbow_t04_base_rarity_variants.txt,4,longbow
equipment_longbow_t05_base,concept_sheet,Prompts/ConceptArt/equipment_longbow_t05_base_concept_sheet.txt,5,longbow
equipment_longbow_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_longbow_t05_base_geometry.txt,5,longbow
equipment_longbow_t05_base,texture_variants,Prompts/TextureVariants/equipment_longbow_t05_base_rarity_variants.txt,5,longbow
equipment_longbow_t06_base,concept_sheet,Prompts/ConceptArt/equipment_longbow_t06_base_concept_sheet.txt,6,longbow
equipment_longbow_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_longbow_t06_base_geometry.txt,6,longbow
equipment_longbow_t06_base,texture_variants,Prompts/TextureVariants/equipment_longbow_t06_base_rarity_variants.txt,6,longbow
equipment_longbow_t07_base,concept_sheet,Prompts/ConceptArt/equipment_longbow_t07_base_concept_sheet.txt,7,longbow
equipment_longbow_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_longbow_t07_base_geometry.txt,7,longbow
equipment_longbow_t07_base,texture_variants,Prompts/TextureVariants/equipment_longbow_t07_base_rarity_variants.txt,7,longbow
equipment_longbow_t08_base,concept_sheet,Prompts/ConceptArt/equipment_longbow_t08_base_concept_sheet.txt,8,longbow
equipment_longbow_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_longbow_t08_base_geometry.txt,8,longbow
equipment_longbow_t08_base,texture_variants,Prompts/TextureVariants/equipment_longbow_t08_base_rarity_variants.txt,8,longbow
equipment_longbow_t09_base,concept_sheet,Prompts/ConceptArt/equipment_longbow_t09_base_concept_sheet.txt,9,longbow
equipment_longbow_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_longbow_t09_base_geometry.txt,9,longbow
equipment_longbow_t09_base,texture_variants,Prompts/TextureVariants/equipment_longbow_t09_base_rarity_variants.txt,9,longbow
equipment_staff_t01_base,concept_sheet,Prompts/ConceptArt/equipment_staff_t01_base_concept_sheet.txt,1,staff
equipment_staff_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_staff_t01_base_geometry.txt,1,staff
equipment_staff_t01_base,texture_variants,Prompts/TextureVariants/equipment_staff_t01_base_rarity_variants.txt,1,staff
equipment_staff_t02_base,concept_sheet,Prompts/ConceptArt/equipment_staff_t02_base_concept_sheet.txt,2,staff
equipment_staff_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_staff_t02_base_geometry.txt,2,staff
equipment_staff_t02_base,texture_variants,Prompts/TextureVariants/equipment_staff_t02_base_rarity_variants.txt,2,staff
equipment_staff_t03_base,concept_sheet,Prompts/ConceptArt/equipment_staff_t03_base_concept_sheet.txt,3,staff
equipment_staff_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_staff_t03_base_geometry.txt,3,staff
equipment_staff_t03_base,texture_variants,Prompts/TextureVariants/equipment_staff_t03_base_rarity_variants.txt,3,staff
equipment_staff_t04_base,concept_sheet,Prompts/ConceptArt/equipment_staff_t04_base_concept_sheet.txt,4,staff
equipment_staff_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_staff_t04_base_geometry.txt,4,staff
equipment_staff_t04_base,texture_variants,Prompts/TextureVariants/equipment_staff_t04_base_rarity_variants.txt,4,staff
equipment_staff_t05_base,concept_sheet,Prompts/ConceptArt/equipment_staff_t05_base_concept_sheet.txt,5,staff
equipment_staff_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_staff_t05_base_geometry.txt,5,staff
equipment_staff_t05_base,texture_variants,Prompts/TextureVariants/equipment_staff_t05_base_rarity_variants.txt,5,staff
equipment_staff_t06_base,concept_sheet,Prompts/ConceptArt/equipment_staff_t06_base_concept_sheet.txt,6,staff
equipment_staff_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_staff_t06_base_geometry.txt,6,staff
equipment_staff_t06_base,texture_variants,Prompts/TextureVariants/equipment_staff_t06_base_rarity_variants.txt,6,staff
equipment_staff_t07_base,concept_sheet,Prompts/ConceptArt/equipment_staff_t07_base_concept_sheet.txt,7,staff
equipment_staff_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_staff_t07_base_geometry.txt,7,staff
equipment_staff_t07_base,texture_variants,Prompts/TextureVariants/equipment_staff_t07_base_rarity_variants.txt,7,staff
equipment_staff_t08_base,concept_sheet,Prompts/ConceptArt/equipment_staff_t08_base_concept_sheet.txt,8,staff
equipment_staff_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_staff_t08_base_geometry.txt,8,staff
equipment_staff_t08_base,texture_variants,Prompts/TextureVariants/equipment_staff_t08_base_rarity_variants.txt,8,staff
equipment_staff_t09_base,concept_sheet,Prompts/ConceptArt/equipment_staff_t09_base_concept_sheet.txt,9,staff
equipment_staff_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_staff_t09_base_geometry.txt,9,staff
equipment_staff_t09_base,texture_variants,Prompts/TextureVariants/equipment_staff_t09_base_rarity_variants.txt,9,staff
equipment_ring_t01_base,concept_sheet,Prompts/ConceptArt/equipment_ring_t01_base_concept_sheet.txt,1,ring
equipment_ring_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_ring_t01_base_geometry.txt,1,ring
equipment_ring_t01_base,texture_variants,Prompts/TextureVariants/equipment_ring_t01_base_rarity_variants.txt,1,ring
equipment_ring_t02_base,concept_sheet,Prompts/ConceptArt/equipment_ring_t02_base_concept_sheet.txt,2,ring
equipment_ring_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_ring_t02_base_geometry.txt,2,ring
equipment_ring_t02_base,texture_variants,Prompts/TextureVariants/equipment_ring_t02_base_rarity_variants.txt,2,ring
equipment_ring_t03_base,concept_sheet,Prompts/ConceptArt/equipment_ring_t03_base_concept_sheet.txt,3,ring
equipment_ring_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_ring_t03_base_geometry.txt,3,ring
equipment_ring_t03_base,texture_variants,Prompts/TextureVariants/equipment_ring_t03_base_rarity_variants.txt,3,ring
equipment_ring_t04_base,concept_sheet,Prompts/ConceptArt/equipment_ring_t04_base_concept_sheet.txt,4,ring
equipment_ring_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_ring_t04_base_geometry.txt,4,ring
equipment_ring_t04_base,texture_variants,Prompts/TextureVariants/equipment_ring_t04_base_rarity_variants.txt,4,ring
equipment_ring_t05_base,concept_sheet,Prompts/ConceptArt/equipment_ring_t05_base_concept_sheet.txt,5,ring
equipment_ring_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_ring_t05_base_geometry.txt,5,ring
equipment_ring_t05_base,texture_variants,Prompts/TextureVariants/equipment_ring_t05_base_rarity_variants.txt,5,ring
equipment_ring_t06_base,concept_sheet,Prompts/ConceptArt/equipment_ring_t06_base_concept_sheet.txt,6,ring
equipment_ring_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_ring_t06_base_geometry.txt,6,ring
equipment_ring_t06_base,texture_variants,Prompts/TextureVariants/equipment_ring_t06_base_rarity_variants.txt,6,ring
equipment_ring_t07_base,concept_sheet,Prompts/ConceptArt/equipment_ring_t07_base_concept_sheet.txt,7,ring
equipment_ring_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_ring_t07_base_geometry.txt,7,ring
equipment_ring_t07_base,texture_variants,Prompts/TextureVariants/equipment_ring_t07_base_rarity_variants.txt,7,ring
equipment_ring_t08_base,concept_sheet,Prompts/ConceptArt/equipment_ring_t08_base_concept_sheet.txt,8,ring
equipment_ring_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_ring_t08_base_geometry.txt,8,ring
equipment_ring_t08_base,texture_variants,Prompts/TextureVariants/equipment_ring_t08_base_rarity_variants.txt,8,ring
equipment_ring_t09_base,concept_sheet,Prompts/ConceptArt/equipment_ring_t09_base_concept_sheet.txt,9,ring
equipment_ring_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_ring_t09_base_geometry.txt,9,ring
equipment_ring_t09_base,texture_variants,Prompts/TextureVariants/equipment_ring_t09_base_rarity_variants.txt,9,ring
equipment_amulet_t01_base,concept_sheet,Prompts/ConceptArt/equipment_amulet_t01_base_concept_sheet.txt,1,amulet
equipment_amulet_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_amulet_t01_base_geometry.txt,1,amulet
equipment_amulet_t01_base,texture_variants,Prompts/TextureVariants/equipment_amulet_t01_base_rarity_variants.txt,1,amulet
equipment_amulet_t02_base,concept_sheet,Prompts/ConceptArt/equipment_amulet_t02_base_concept_sheet.txt,2,amulet
equipment_amulet_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_amulet_t02_base_geometry.txt,2,amulet
equipment_amulet_t02_base,texture_variants,Prompts/TextureVariants/equipment_amulet_t02_base_rarity_variants.txt,2,amulet
equipment_amulet_t03_base,concept_sheet,Prompts/ConceptArt/equipment_amulet_t03_base_concept_sheet.txt,3,amulet
equipment_amulet_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_amulet_t03_base_geometry.txt,3,amulet
equipment_amulet_t03_base,texture_variants,Prompts/TextureVariants/equipment_amulet_t03_base_rarity_variants.txt,3,amulet
equipment_amulet_t04_base,concept_sheet,Prompts/ConceptArt/equipment_amulet_t04_base_concept_sheet.txt,4,amulet
equipment_amulet_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_amulet_t04_base_geometry.txt,4,amulet
equipment_amulet_t04_base,texture_variants,Prompts/TextureVariants/equipment_amulet_t04_base_rarity_variants.txt,4,amulet
equipment_amulet_t05_base,concept_sheet,Prompts/ConceptArt/equipment_amulet_t05_base_concept_sheet.txt,5,amulet
equipment_amulet_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_amulet_t05_base_geometry.txt,5,amulet
equipment_amulet_t05_base,texture_variants,Prompts/TextureVariants/equipment_amulet_t05_base_rarity_variants.txt,5,amulet
equipment_amulet_t06_base,concept_sheet,Prompts/ConceptArt/equipment_amulet_t06_base_concept_sheet.txt,6,amulet
equipment_amulet_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_amulet_t06_base_geometry.txt,6,amulet
equipment_amulet_t06_base,texture_variants,Prompts/TextureVariants/equipment_amulet_t06_base_rarity_variants.txt,6,amulet
equipment_amulet_t07_base,concept_sheet,Prompts/ConceptArt/equipment_amulet_t07_base_concept_sheet.txt,7,amulet
equipment_amulet_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_amulet_t07_base_geometry.txt,7,amulet
equipment_amulet_t07_base,texture_variants,Prompts/TextureVariants/equipment_amulet_t07_base_rarity_variants.txt,7,amulet
equipment_amulet_t08_base,concept_sheet,Prompts/ConceptArt/equipment_amulet_t08_base_concept_sheet.txt,8,amulet
equipment_amulet_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_amulet_t08_base_geometry.txt,8,amulet
equipment_amulet_t08_base,texture_variants,Prompts/TextureVariants/equipment_amulet_t08_base_rarity_variants.txt,8,amulet
equipment_amulet_t09_base,concept_sheet,Prompts/ConceptArt/equipment_amulet_t09_base_concept_sheet.txt,9,amulet
equipment_amulet_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_amulet_t09_base_geometry.txt,9,amulet
equipment_amulet_t09_base,texture_variants,Prompts/TextureVariants/equipment_amulet_t09_base_rarity_variants.txt,9,amulet
equipment_heavy_helmet_t01_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_helmet_t01_base_concept_sheet.txt,1,heavy_helmet
equipment_heavy_helmet_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t01_base_geometry.txt,1,heavy_helmet
equipment_heavy_helmet_t01_base,texture_variants,Prompts/TextureVariants/equipment_heavy_helmet_t01_base_rarity_variants.txt,1,heavy_helmet
equipment_heavy_helmet_t02_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_helmet_t02_base_concept_sheet.txt,2,heavy_helmet
equipment_heavy_helmet_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t02_base_geometry.txt,2,heavy_helmet
equipment_heavy_helmet_t02_base,texture_variants,Prompts/TextureVariants/equipment_heavy_helmet_t02_base_rarity_variants.txt,2,heavy_helmet
equipment_heavy_helmet_t03_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_helmet_t03_base_concept_sheet.txt,3,heavy_helmet
equipment_heavy_helmet_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t03_base_geometry.txt,3,heavy_helmet
equipment_heavy_helmet_t03_base,texture_variants,Prompts/TextureVariants/equipment_heavy_helmet_t03_base_rarity_variants.txt,3,heavy_helmet
equipment_heavy_helmet_t04_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_helmet_t04_base_concept_sheet.txt,4,heavy_helmet
equipment_heavy_helmet_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t04_base_geometry.txt,4,heavy_helmet
equipment_heavy_helmet_t04_base,texture_variants,Prompts/TextureVariants/equipment_heavy_helmet_t04_base_rarity_variants.txt,4,heavy_helmet
equipment_heavy_helmet_t05_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_helmet_t05_base_concept_sheet.txt,5,heavy_helmet
equipment_heavy_helmet_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t05_base_geometry.txt,5,heavy_helmet
equipment_heavy_helmet_t05_base,texture_variants,Prompts/TextureVariants/equipment_heavy_helmet_t05_base_rarity_variants.txt,5,heavy_helmet
equipment_heavy_helmet_t06_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_helmet_t06_base_concept_sheet.txt,6,heavy_helmet
equipment_heavy_helmet_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t06_base_geometry.txt,6,heavy_helmet
equipment_heavy_helmet_t06_base,texture_variants,Prompts/TextureVariants/equipment_heavy_helmet_t06_base_rarity_variants.txt,6,heavy_helmet
equipment_heavy_helmet_t07_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_helmet_t07_base_concept_sheet.txt,7,heavy_helmet
equipment_heavy_helmet_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t07_base_geometry.txt,7,heavy_helmet
equipment_heavy_helmet_t07_base,texture_variants,Prompts/TextureVariants/equipment_heavy_helmet_t07_base_rarity_variants.txt,7,heavy_helmet
equipment_heavy_helmet_t08_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_helmet_t08_base_concept_sheet.txt,8,heavy_helmet
equipment_heavy_helmet_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t08_base_geometry.txt,8,heavy_helmet
equipment_heavy_helmet_t08_base,texture_variants,Prompts/TextureVariants/equipment_heavy_helmet_t08_base_rarity_variants.txt,8,heavy_helmet
equipment_heavy_helmet_t09_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_helmet_t09_base_concept_sheet.txt,9,heavy_helmet
equipment_heavy_helmet_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t09_base_geometry.txt,9,heavy_helmet
equipment_heavy_helmet_t09_base,texture_variants,Prompts/TextureVariants/equipment_heavy_helmet_t09_base_rarity_variants.txt,9,heavy_helmet
equipment_heavy_chest_t01_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_chest_t01_base_concept_sheet.txt,1,heavy_chest
equipment_heavy_chest_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t01_base_geometry.txt,1,heavy_chest
equipment_heavy_chest_t01_base,texture_variants,Prompts/TextureVariants/equipment_heavy_chest_t01_base_rarity_variants.txt,1,heavy_chest
equipment_heavy_chest_t02_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_chest_t02_base_concept_sheet.txt,2,heavy_chest
equipment_heavy_chest_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t02_base_geometry.txt,2,heavy_chest
equipment_heavy_chest_t02_base,texture_variants,Prompts/TextureVariants/equipment_heavy_chest_t02_base_rarity_variants.txt,2,heavy_chest
equipment_heavy_chest_t03_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_chest_t03_base_concept_sheet.txt,3,heavy_chest
equipment_heavy_chest_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t03_base_geometry.txt,3,heavy_chest
equipment_heavy_chest_t03_base,texture_variants,Prompts/TextureVariants/equipment_heavy_chest_t03_base_rarity_variants.txt,3,heavy_chest
equipment_heavy_chest_t04_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_chest_t04_base_concept_sheet.txt,4,heavy_chest
equipment_heavy_chest_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t04_base_geometry.txt,4,heavy_chest
equipment_heavy_chest_t04_base,texture_variants,Prompts/TextureVariants/equipment_heavy_chest_t04_base_rarity_variants.txt,4,heavy_chest
equipment_heavy_chest_t05_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_chest_t05_base_concept_sheet.txt,5,heavy_chest
equipment_heavy_chest_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t05_base_geometry.txt,5,heavy_chest
equipment_heavy_chest_t05_base,texture_variants,Prompts/TextureVariants/equipment_heavy_chest_t05_base_rarity_variants.txt,5,heavy_chest
equipment_heavy_chest_t06_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_chest_t06_base_concept_sheet.txt,6,heavy_chest
equipment_heavy_chest_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t06_base_geometry.txt,6,heavy_chest
equipment_heavy_chest_t06_base,texture_variants,Prompts/TextureVariants/equipment_heavy_chest_t06_base_rarity_variants.txt,6,heavy_chest
equipment_heavy_chest_t07_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_chest_t07_base_concept_sheet.txt,7,heavy_chest
equipment_heavy_chest_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t07_base_geometry.txt,7,heavy_chest
equipment_heavy_chest_t07_base,texture_variants,Prompts/TextureVariants/equipment_heavy_chest_t07_base_rarity_variants.txt,7,heavy_chest
equipment_heavy_chest_t08_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_chest_t08_base_concept_sheet.txt,8,heavy_chest
equipment_heavy_chest_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t08_base_geometry.txt,8,heavy_chest
equipment_heavy_chest_t08_base,texture_variants,Prompts/TextureVariants/equipment_heavy_chest_t08_base_rarity_variants.txt,8,heavy_chest
equipment_heavy_chest_t09_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_chest_t09_base_concept_sheet.txt,9,heavy_chest
equipment_heavy_chest_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t09_base_geometry.txt,9,heavy_chest
equipment_heavy_chest_t09_base,texture_variants,Prompts/TextureVariants/equipment_heavy_chest_t09_base_rarity_variants.txt,9,heavy_chest
equipment_heavy_gloves_t01_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_gloves_t01_base_concept_sheet.txt,1,heavy_gloves
