asset_id,display_name_pt,display_name_en,asset_class,category,subcategory,faction_or_system,gameplay_role,production_phase,priority,tier,rarity_strategy,profession,biome,meshy_eligible,meshy_method,source_art_required,modularity,rig_type,animation_set,lod_required,lod0_tri_min,lod0_tri_max,lod1_ratio,lod2_ratio,texture_resolution,texture_maps,material_slots_max,scale_m,pivot,collider,export_format,unity_import_path,prefab_path,reuse_group,dependencies,expected_variants,status,approval_criteria,notes,source_reference,design_brief,grid_standard,snap_rule,biome_material_kit,approved_palette,required_sockets,unity_effects,concept_prompt_path,meshy_prompt_path,texture_prompt_path,approval_gate
env_goblin_mine_mine_track_straight_001,Trilho Reto,Straight Mine Track,3D Model,Environment,modular prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,400,1000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,4.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_mine_track_straight.prefab,goblin_mine_modular prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,"straight modular mine track on rough timber sleepers, exactly 4 meters long and grid aligned",4m grid,Exact boundary dimensions; origin at base center; no protrusion across snap plane,mat_goblin_wood; mat_goblin_earth; mat_goblin_stone; mat_goblin_scrap_iron; mat_goblin_rope_hide,#5B3B27 #536A3B #58636A #7A4C2D #D47A2A,SNAP_GRID_BASE; SNAP_N; SNAP_E; SNAP_S; SNAP_W,"Torch flame, ember, smoke and subtle moss variation are Unity VFX/material work; do not bake them into geometry.",Prompts/ConceptArt/env_goblin_mine_mine_track_straight_001_concept_sheet.txt,Prompts/Meshy/env_goblin_mine_mine_track_straight_001_geometry.txt,Prompts/Texture/env_goblin_mine_mine_track_straight_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_goblin_mine_mine_wall_corner_001,Canto de Mina,Mine Wall Corner,3D Model,Environment,wall,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,1400,4000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,4.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_mine_wall_corner.prefab,goblin_mine_wall,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,90-degree modular excavated mine wall corner with embedded timber reinforcement and clean snap edges,4m grid,Exact boundary dimensions; origin at base center; no protrusion across snap plane,mat_goblin_wood; mat_goblin_earth; mat_goblin_stone; mat_goblin_scrap_iron; mat_goblin_rope_hide,#5B3B27 #536A3B #58636A #7A4C2D #D47A2A,SNAP_GRID_BASE; SNAP_N; SNAP_E; SNAP_S; SNAP_W,"Torch flame, ember, smoke and subtle moss variation are Unity VFX/material work; do not bake them into geometry.",Prompts/ConceptArt/env_goblin_mine_mine_wall_corner_001_concept_sheet.txt,Prompts/Meshy/env_goblin_mine_mine_wall_corner_001_geometry.txt,Prompts/Texture/env_goblin_mine_mine_wall_corner_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_goblin_mine_mine_wall_straight_001,Parede de Mina Reta,Straight Mine Wall,3D Model,Environment,wall,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,1200,3500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,4.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_mine_wall_straight.prefab,goblin_mine_wall,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,straight 4 meter excavated mine wall module with restrained rock relief and embedded timber braces,4m grid,Exact boundary dimensions; origin at base center; no protrusion across snap plane,mat_goblin_wood; mat_goblin_earth; mat_goblin_stone; mat_goblin_scrap_iron; mat_goblin_rope_hide,#5B3B27 #536A3B #58636A #7A4C2D #D47A2A,SNAP_GRID_BASE; SNAP_N; SNAP_E; SNAP_S; SNAP_W,"Torch flame, ember, smoke and subtle moss variation are Unity VFX/material work; do not bake them into geometry.",Prompts/ConceptArt/env_goblin_mine_mine_wall_straight_001_concept_sheet.txt,Prompts/Meshy/env_goblin_mine_mine_wall_straight_001_geometry.txt,Prompts/Texture/env_goblin_mine_mine_wall_straight_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_goblin_mine_ore_pile_001,Pilha de Minério,Ore Pile,3D Model,Environment,prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,500,1400,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.2,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_ore_pile.prefab,goblin_mine_prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,compact pile of chunky ore rocks with a few readable metallic veins and a stable footprint,free placement on 0.25m increments,Base centered; stable footprint; no accidental overhang below ground,mat_goblin_wood; mat_goblin_earth; mat_goblin_stone; mat_goblin_scrap_iron; mat_goblin_rope_hide,#5B3B27 #536A3B #58636A #7A4C2D #D47A2A,CAMERA_FOCUS optional,"Torch flame, ember, smoke and subtle moss variation are Unity VFX/material work; do not bake them into geometry.",Prompts/ConceptArt/env_goblin_mine_ore_pile_001_concept_sheet.txt,Prompts/Meshy/env_goblin_mine_ore_pile_001_geometry.txt,Prompts/Texture/env_goblin_mine_ore_pile_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_goblin_mine_rope_bridge_001,Ponte de Corda,Rope Bridge,3D Model,Environment,large prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,1800,4500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,6.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_rope_bridge.prefab,goblin_mine_large prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,"six-meter modular rope bridge with thick planks, heavy rope rails and slightly irregular but safe game-readable construction",4m grid,Exact boundary dimensions; origin at base center; no protrusion across snap plane,mat_goblin_wood; mat_goblin_earth; mat_goblin_stone; mat_goblin_scrap_iron; mat_goblin_rope_hide,#5B3B27 #536A3B #58636A #7A4C2D #D47A2A,SNAP_GRID_BASE; SNAP_N; SNAP_E; SNAP_S; SNAP_W; CAMERA_FOCUS,"Torch flame, ember, smoke and subtle moss variation are Unity VFX/material work; do not bake them into geometry.",Prompts/ConceptArt/env_goblin_mine_rope_bridge_001_concept_sheet.txt,Prompts/Meshy/env_goblin_mine_rope_bridge_001_geometry.txt,Prompts/Texture/env_goblin_mine_rope_bridge_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_goblin_mine_scrap_barricade_001,Barricada de Sucata,Scrap Barricade,3D Model,Environment,prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,900,2200,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,2.5,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_scrap_barricade.prefab,goblin_mine_prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,"broad goblin barricade of timber, shields and scrap iron with thick mobile-safe spikes and a low stable footprint",free placement on 0.25m increments,Base centered; stable footprint; no accidental overhang below ground,mat_goblin_wood; mat_goblin_earth; mat_goblin_stone; mat_goblin_scrap_iron; mat_goblin_rope_hide,#5B3B27 #536A3B #58636A #7A4C2D #D47A2A,CAMERA_FOCUS optional,"Torch flame, ember, smoke and subtle moss variation are Unity VFX/material work; do not bake them into geometry.",Prompts/ConceptArt/env_goblin_mine_scrap_barricade_001_concept_sheet.txt,Prompts/Meshy/env_goblin_mine_scrap_barricade_001_geometry.txt,Prompts/Texture/env_goblin_mine_scrap_barricade_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_goblin_mine_wall_torch_001,Tocha de Parede,Wall Torch,3D Model,Environment,prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,300,800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_wall_torch.prefab,goblin_mine_prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,"short wall-mounted goblin torch bracket with thick iron cup, timber handle and flame socket",free placement on 0.25m increments,Base centered; stable footprint; no accidental overhang below ground,mat_goblin_wood; mat_goblin_earth; mat_goblin_stone; mat_goblin_scrap_iron; mat_goblin_rope_hide,#5B3B27 #536A3B #58636A #7A4C2D #D47A2A,VFX_FLAME,"Torch flame, ember, smoke and subtle moss variation are Unity VFX/material work; do not bake them into geometry.",Prompts/ConceptArt/env_goblin_mine_wall_torch_001_concept_sheet.txt,Prompts/Meshy/env_goblin_mine_wall_torch_001_geometry.txt,Prompts/Texture/env_goblin_mine_wall_torch_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_goblin_mine_watchtower_001,Torre de Vigia Goblin,Goblin Watchtower,3D Model,Environment,large prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,3000,7000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,7.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_watchtower.prefab,goblin_mine_large prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,"tall improvised goblin watchtower with broad platform, ladder, chunky supports and simple hide roof",free placement on 0.25m increments,Base centered; stable footprint; no accidental overhang below ground,mat_goblin_wood; mat_goblin_earth; mat_goblin_stone; mat_goblin_scrap_iron; mat_goblin_rope_hide,#5B3B27 #536A3B #58636A #7A4C2D #D47A2A,CAMERA_FOCUS,"Torch flame, ember, smoke and subtle moss variation are Unity VFX/material work; do not bake them into geometry.",Prompts/ConceptArt/env_goblin_mine_watchtower_001_concept_sheet.txt,Prompts/Meshy/env_goblin_mine_watchtower_001_geometry.txt,Prompts/Texture/env_goblin_mine_watchtower_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_goblin_mine_wood_cage_001,Jaula de Madeira,Wooden Cage,3D Model,Environment,prop,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,800,2200,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,2.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_wood_cage.prefab,goblin_mine_prop,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,"small prison cage with thick timber bars, iron bands, simple door and stable rectangular silhouette",free placement on 0.25m increments,Base centered; stable footprint; no accidental overhang below ground,mat_goblin_wood; mat_goblin_earth; mat_goblin_stone; mat_goblin_scrap_iron; mat_goblin_rope_hide,#5B3B27 #536A3B #58636A #7A4C2D #D47A2A,INTERACT_PRIMARY,"Torch flame, ember, smoke and subtle moss variation are Unity VFX/material work; do not bake them into geometry.",Prompts/ConceptArt/env_goblin_mine_wood_cage_001_concept_sheet.txt,Prompts/Meshy/env_goblin_mine_wood_cage_001_geometry.txt,Prompts/Texture/env_goblin_mine_wood_cage_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_goblin_mine_wood_support_beam_001,Viga de Suporte,Wood Support Beam,3D Model,Environment,structure,Goblin Mine,Modular environment kit,Vertical Slice,P0,N/A,None,None,Goblin Mine,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,500,1400,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,3.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/goblin_mine/Models,Assets/_Game/Prefabs/Environments/goblin_mine/PF_wood_support_beam.prefab,goblin_mine_structure,Goblin Mine modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,modular timber mine support frame with two posts and one crossbeam sized for a 4 meter corridor,4m grid,Exact boundary dimensions; origin at base center; no protrusion across snap plane,mat_goblin_wood; mat_goblin_earth; mat_goblin_stone; mat_goblin_scrap_iron; mat_goblin_rope_hide,#5B3B27 #536A3B #58636A #7A4C2D #D47A2A,SNAP_GRID_BASE; SNAP_N; SNAP_E; SNAP_S; SNAP_W,"Torch flame, ember, smoke and subtle moss variation are Unity VFX/material work; do not bake them into geometry.",Prompts/ConceptArt/env_goblin_mine_wood_support_beam_001_concept_sheet.txt,Prompts/Meshy/env_goblin_mine_wood_support_beam_001_geometry.txt,Prompts/Texture/env_goblin_mine_wood_support_beam_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_undead_crypt_bone_pile_001,Pilha de Ossos,Bone Pile,3D Model,Environment,prop,Undead Crypt,Modular environment kit,Season 1 - Arc 2,P1,N/A,None,None,Undead Crypt,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,400,1100,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.2,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/undead_crypt/Models,Assets/_Game/Prefabs/Environments/undead_crypt/PF_bone_pile.prefab,undead_crypt_prop,Undead Crypt modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,"organized low pile of stylized old bones and a few skull shapes, readable and non-graphic, with restrained repetition",free placement on 0.25m increments,Base centered; stable footprint; no accidental overhang below ground,mat_crypt_stone; mat_aged_bone; mat_crypt_iron; mat_funeral_cloth; mat_necromantic_crystal,#4C5963 #C9C1A8 #26313A #5A4B78 #6ECBE5,CAMERA_FOCUS optional,"Spectral flame, fog, portal energy and crystal pulse are Unity VFX/shader work; geometry must remain readable with effects disabled.",Prompts/ConceptArt/env_undead_crypt_bone_pile_001_concept_sheet.txt,Prompts/Meshy/env_undead_crypt_bone_pile_001_geometry.txt,Prompts/Texture/env_undead_crypt_bone_pile_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_undead_crypt_broken_statue_001,Estátua Quebrada,Broken Statue,3D Model,Environment,prop,Undead Crypt,Modular environment kit,Season 1 - Arc 2,P1,N/A,None,None,Undead Crypt,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,1200,3200,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,2.5,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/undead_crypt/Models,Assets/_Game/Prefabs/Environments/undead_crypt/PF_broken_statue.prefab,undead_crypt_prop,Undead Crypt modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,"weathered funerary knight statue fragment with broad broken planes, eroded face and stable stone base",free placement on 0.25m increments,Base centered; stable footprint; no accidental overhang below ground,mat_crypt_stone; mat_aged_bone; mat_crypt_iron; mat_funeral_cloth; mat_necromantic_crystal,#4C5963 #C9C1A8 #26313A #5A4B78 #6ECBE5,CAMERA_FOCUS optional,"Spectral flame, fog, portal energy and crystal pulse are Unity VFX/shader work; geometry must remain readable with effects disabled.",Prompts/ConceptArt/env_undead_crypt_broken_statue_001_concept_sheet.txt,Prompts/Meshy/env_undead_crypt_broken_statue_001_geometry.txt,Prompts/Texture/env_undead_crypt_broken_statue_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_undead_crypt_coffin_001,Caixão,Coffin,3D Model,Environment,prop,Undead Crypt,Modular environment kit,Season 1 - Arc 2,P1,N/A,None,None,Undead Crypt,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,900,2200,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,2.2,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/undead_crypt/Models,Assets/_Game/Prefabs/Environments/undead_crypt/PF_coffin.prefab,undead_crypt_prop,Undead Crypt modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,"simple old wooden funerary coffin with iron fittings, beveled lid and restrained carved motif",free placement on 0.25m increments,Base centered; stable footprint; no accidental overhang below ground,mat_crypt_stone; mat_aged_bone; mat_crypt_iron; mat_funeral_cloth; mat_necromantic_crystal,#4C5963 #C9C1A8 #26313A #5A4B78 #6ECBE5,INTERACT_PRIMARY,"Spectral flame, fog, portal energy and crystal pulse are Unity VFX/shader work; geometry must remain readable with effects disabled.",Prompts/ConceptArt/env_undead_crypt_coffin_001_concept_sheet.txt,Prompts/Meshy/env_undead_crypt_coffin_001_geometry.txt,Prompts/Texture/env_undead_crypt_coffin_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_undead_crypt_crypt_arch_001,Arco Funerário,Funerary Arch,3D Model,Environment,structure,Undead Crypt,Modular environment kit,Season 1 - Arc 2,P1,N/A,None,None,Undead Crypt,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,1200,3200,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,3.5,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/undead_crypt/Models,Assets/_Game/Prefabs/Environments/undead_crypt/PF_crypt_arch.prefab,undead_crypt_structure,Undead Crypt modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,modular funerary stone arch with eroded geometric carvings and a clear 2.2 meter passage,4m grid,Exact boundary dimensions; origin at base center; no protrusion across snap plane,mat_crypt_stone; mat_aged_bone; mat_crypt_iron; mat_funeral_cloth; mat_necromantic_crystal,#4C5963 #C9C1A8 #26313A #5A4B78 #6ECBE5,SNAP_GRID_BASE; SNAP_N; SNAP_E; SNAP_S; SNAP_W,"Spectral flame, fog, portal energy and crystal pulse are Unity VFX/shader work; geometry must remain readable with effects disabled.",Prompts/ConceptArt/env_undead_crypt_crypt_arch_001_concept_sheet.txt,Prompts/Meshy/env_undead_crypt_crypt_arch_001_geometry.txt,Prompts/Texture/env_undead_crypt_crypt_arch_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_undead_crypt_crypt_column_001,Coluna de Cripta,Crypt Column,3D Model,Environment,structure,Undead Crypt,Modular environment kit,Season 1 - Arc 2,P1,N/A,None,None,Undead Crypt,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,800,2200,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,3.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/undead_crypt/Models,Assets/_Game/Prefabs/Environments/undead_crypt/PF_crypt_column.prefab,undead_crypt_structure,Undead Crypt modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,"three-meter crypt column with squared base, worn shaft and simple funerary capital",4m grid,Exact boundary dimensions; origin at base center; no protrusion across snap plane,mat_crypt_stone; mat_aged_bone; mat_crypt_iron; mat_funeral_cloth; mat_necromantic_crystal,#4C5963 #C9C1A8 #26313A #5A4B78 #6ECBE5,SNAP_GRID_BASE; SNAP_N; SNAP_E; SNAP_S; SNAP_W,"Spectral flame, fog, portal energy and crystal pulse are Unity VFX/shader work; geometry must remain readable with effects disabled.",Prompts/ConceptArt/env_undead_crypt_crypt_column_001_concept_sheet.txt,Prompts/Meshy/env_undead_crypt_crypt_column_001_geometry.txt,Prompts/Texture/env_undead_crypt_crypt_column_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_undead_crypt_crypt_door_001,Porta da Cripta,Crypt Door,3D Model,Environment,structure,Undead Crypt,Modular environment kit,Season 1 - Arc 2,P1,N/A,None,None,Undead Crypt,Yes,Image to 3D,Yes,Modular kit piece,None,None,Yes,1200,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,3.5,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/undead_crypt/Models,Assets/_Game/Prefabs/Environments/undead_crypt/PF_crypt_door.prefab,undead_crypt_structure,Undead Crypt modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,"heavy stone-and-iron crypt door with broad panels, ring handle and no readable inscriptions",4m grid,Exact boundary dimensions; origin at base center; no protrusion across snap plane,mat_crypt_stone; mat_aged_bone; mat_crypt_iron; mat_funeral_cloth; mat_necromantic_crystal,#4C5963 #C9C1A8 #26313A #5A4B78 #6ECBE5,SNAP_GRID_BASE; SNAP_N; SNAP_E; SNAP_S; SNAP_W; INTERACT_PRIMARY,"Spectral flame, fog, portal energy and crystal pulse are Unity VFX/shader work; geometry must remain readable with effects disabled.",Prompts/ConceptArt/env_undead_crypt_crypt_door_001_concept_sheet.txt,Prompts/Meshy/env_undead_crypt_crypt_door_001_geometry.txt,Prompts/Texture/env_undead_crypt_crypt_door_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_undead_crypt_crypt_floor_tile_001,Piso de Cripta,Crypt Floor Tile,3D Model,Environment,tile,Undead Crypt,Modular environment kit,Season 1 - Arc 2,P1,N/A,None,None,Undead Crypt,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,600,1500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,4.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/undead_crypt/Models,Assets/_Game/Prefabs/Environments/undead_crypt/PF_crypt_floor_tile.prefab,undead_crypt_tile,Undead Crypt modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,"4 by 4 meter funerary stone floor tile with broad slabs, shallow cracks and subtle ritual border shapes",4m grid,Exact boundary dimensions; origin at base center; no protrusion across snap plane,mat_crypt_stone; mat_aged_bone; mat_crypt_iron; mat_funeral_cloth; mat_necromantic_crystal,#4C5963 #C9C1A8 #26313A #5A4B78 #6ECBE5,SNAP_GRID_BASE; SNAP_N; SNAP_E; SNAP_S; SNAP_W,"Spectral flame, fog, portal energy and crystal pulse are Unity VFX/shader work; geometry must remain readable with effects disabled.",Prompts/ConceptArt/env_undead_crypt_crypt_floor_tile_001_concept_sheet.txt,Prompts/Meshy/env_undead_crypt_crypt_floor_tile_001_geometry.txt,Prompts/Texture/env_undead_crypt_crypt_floor_tile_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
env_undead_crypt_crypt_iron_gate_001,Grade de Cripta,Crypt Iron Gate,3D Model,Environment,prop,Undead Crypt,Modular environment kit,Season 1 - Arc 2,P1,N/A,None,None,Undead Crypt,Yes,Text to 3D,Optional,Modular kit piece,None,None,Yes,900,2400,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,3.0,Base center; grid-aligned where modular,Simple mesh/box collider,FBX,Assets/_Game/Art/Environments/undead_crypt/Models,Assets/_Game/Prefabs/Environments/undead_crypt/PF_crypt_iron_gate.prefab,undead_crypt_prop,Undead Crypt modular grid; material library,1,Planned,Grid alignment; readable silhouette; no hidden internal geometry; collision-safe; battle center remains clear,,ART_REF_001 + Visual Bible v1.0,"heavy aged iron gate with thick vertical bars, broad hinges and mobile-safe spacing",4m grid,Exact boundary dimensions; origin at base center; no protrusion across snap plane,mat_crypt_stone; mat_aged_bone; mat_crypt_iron; mat_funeral_cloth; mat_necromantic_crystal,#4C5963 #C9C1A8 #26313A #5A4B78 #6ECBE5,SNAP_GRID_BASE; SNAP_N; SNAP_E; SNAP_S; SNAP_W; INTERACT_PRIMARY,"Spectral flame, fog, portal energy and crystal pulse are Unity VFX/shader work; geometry must remain readable with effects disabled.",Prompts/ConceptArt/env_undead_crypt_crypt_iron_gate_001_concept_sheet.txt,Prompts/Meshy/env_undead_crypt_crypt_iron_gate_001_geometry.txt,Prompts/Texture/env_undead_crypt_crypt_iron_gate_001_texture.txt,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
